"chembl_id","canonical_smiles","ic50_nm"
"CHEMBL137635","CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12","25140"
"CHEMBL137635","CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12","64090"
"CHEMBL137635","CN(c1ccccc1)c1ncnc2ccc(N/N=N/Cc3ccccn3)cc12","39420"
"CHEMBL132206","OC1(c2ccccc2F)c2ccccc2C2=NCCCN21","23"
"CHEMBL130747","OC1(c2cccnc2)c2ccccc2C2=NCCN21","640"
"CHEMBL143482","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","2500"
"CHEMBL143482","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","330"
"CHEMBL143482","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","28800"
"CHEMBL143482","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","2900"
"CHEMBL358814","C[S+]([O-])c1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","15000"
"CHEMBL358814","C[S+]([O-])c1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","900"
"CHEMBL358814","C[S+]([O-])c1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","47500"
"CHEMBL358814","C[S+]([O-])c1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","4000"
"CHEMBL90512","C/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1","50"
"CHEMBL327902","C/C(=N\NC(N)=O)c1cccc(Cl)c1","10000"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","2700"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","100000"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","100000"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","200000"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","1000000"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","430000"
"CHEMBL320290","NC(Cc1ccnn1O)C(=O)O","1000000"
"CHEMBL106698","N=C(N)N[C@@H](C(=O)NCC(=O)N1CCC(c2cc(-c3ccccc3)[nH]n2)CC1)C1CCCCC1","120000"
"CHEMBL104564","COC(=O)[C@H](Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CNC(=O)[C@@H](CCC(N)=O)N=C(N)N","900000"
"CHEMBL105780","CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(O)c(Cl)c3Cl)nn2C)CC1","8100"
"CHEMBL46553","Nc1nc(O)c2nn(-c3cccc(C(=O)NC[C@H]4CCCC[C@@H]4O)c3)nc2n1","320"
"CHEMBL348223","CC(=O)OC1C(C)C2/C=C/OC3(C)Oc4c(C)c(O)c5c(O)c(c(N6CCN(Cc7c(C)cc(C)cc7C)CC6)c(O)c5c4C3=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O2)C1C","100"
"CHEMBL1907776","O=C(O)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1","11000"
"CHEMBL306988","CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1","500000"
"CHEMBL66879","O=C(O)/C=C/c1ccc(O)cc1","3000000"
"CHEMBL77085","N#CC(C#N)=Cc1cc(O)ccc1[N+](=O)[O-]","96000"
"CHEMBL544127","CC(C)CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O.Cl","9"
"CHEMBL36880","CN(c1ccccc1C(=O)O)S(=O)(=O)c1ccc2ccccc2c1","400000"
"CHEMBL315191","CC[C@H]1C(=O)SC[C@@H]1Cc1cncn1C","320"
"CHEMBL315191","CC[C@H]1C(=O)SC[C@@H]1Cc1cncn1C","775"
"CHEMBL92429","CC[C@@H]1COC[C@@H]1Cc1cncn1C","445"
"CHEMBL92429","CC[C@@H]1COC[C@@H]1Cc1cncn1C","1800"
"CHEMBL47918","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCN(C)C)C(C)C","30"
"CHEMBL47918","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)N(C)CCN(C)C)C(C)C","290"
"CHEMBL50217","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCc1ccccc1)C(C)C","2.2"
"CHEMBL50217","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](NC(=O)OCc1ccccc1)C(C)C","83"
"CHEMBL148416","C=CCC1(CN2CCCC2)CCCCN1C(=O)Cc1ccc(Cl)c(Cl)c1","10000"
"CHEMBL99102","CCC[C@@H](NC(=O)N1C(=O)C[C@@H]1Cc1ccccc1)c1ccccc1","3400"
"CHEMBL97927","O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1","12000"
"CHEMBL97927","O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1","75000"
"CHEMBL97927","O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1","75000"
"CHEMBL97927","O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1","75000"
"CHEMBL318278","COc1ccc(CN(C)C(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1","7400"
"CHEMBL321153","CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)[C@@H](c2ccccc2)CC3[C@H]1C5","178"
"CHEMBL542710","CCCCCC1N=C(N)CC1C.Cl","360"
"CHEMBL542710","CCCCCC1N=C(N)CC1C.Cl","243000"
"CHEMBL542710","CCCCCC1N=C(N)CC1C.Cl","5370"
"CHEMBL552936","CC1CC(N)=NC1Cc1ccccc1.Cl","3000"
"CHEMBL552936","CC1CC(N)=NC1Cc1ccccc1.Cl","458000"
"CHEMBL552936","CC1CC(N)=NC1Cc1ccccc1.Cl","8290"
"CHEMBL169991","COC(=O)C1C(Cc2ccccc2)CC2CCC1N2C","885"
"CHEMBL169991","COC(=O)C1C(Cc2ccccc2)CC2CCC1N2C","1020"
"CHEMBL10395","O=c1oc(Nc2nncs2)nc2ccccc12","62500"
"CHEMBL10380","O=c1oc(Nc2ccccc2I)nc2cc(C3CCCCC3)ccc12","62500"
"CHEMBL332022","Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)cc3Cl)cnc2n1","0.0043"
"CHEMBL332022","Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)cc3Cl)cnc2n1","0.0118"
"CHEMBL332022","Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)cc3Cl)cnc2n1","100000"
"CHEMBL145169","COc1cc(/C=C/c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC","5000"
"CHEMBL145169","COc1cc(/C=C/c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC","1400"
"CHEMBL145169","COc1cc(/C=C/c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC","12900"
"CHEMBL2111280","Nc1ncnc2c1cnn2[C@@H]1C=C[C@@H](O)[C@H]1O","100000"
"CHEMBL2111280","Nc1ncnc2c1cnn2[C@@H]1C=C[C@@H](O)[C@H]1O","100000"
"CHEMBL2111280","Nc1ncnc2c1cnn2[C@@H]1C=C[C@@H](O)[C@H]1O","100000"
"CHEMBL2111280","Nc1ncnc2c1cnn2[C@@H]1C=C[C@@H](O)[C@H]1O","100000"
"CHEMBL352332","COC(=O)CCc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12","500"
"CHEMBL306457","NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1","540"
"CHEMBL306457","NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1","120"
"CHEMBL419526","c1ccc(-c2cnc(Nc3ccccn3)o2)cc1","1880"
"CHEMBL112160","COCCNc1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1-c1nc2cc(-c3ccccc3)ccc2o1","2000"
