"chembl_id","canonical_smiles","ic50"
"CHEMBL324340","Cc1ccc2oc(-c3cccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)nc2c1","2500"
"CHEMBL109600","COc1ccccc1-c1ccc2oc(-c3ccc(OC)c(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)nc2c1","9000"
"CHEMBL357278","Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)CC3)ccc2s1","4000"
"CHEMBL152968","Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc(-c5ccccc5)c4)CC3)ccc2s1","180"
"CHEMBL152968","Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc(-c5ccccc5)c4)CC3)ccc2s1","6000"
"CHEMBL429345","Nc1nc(O)c2c(n1)NCC(CCOc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2","0.009"
"CHEMBL429345","Nc1nc(O)c2c(n1)NCC(CCOc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2","0.056"
"CHEMBL429345","Nc1nc(O)c2c(n1)NCC(CCOc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2","0.064"
"CHEMBL415997","Cn1cnc2c1C(=O)N1CCN=C1N2Cc1ccc(Cl)cc1","2.9"
"CHEMBL305153","CC(C)(C)NC[C@H](O)CON=C1c2ccccc2-c2ccccc21","29.4"
"CHEMBL305153","CC(C)(C)NC[C@H](O)CON=C1c2ccccc2-c2ccccc21","30.8"
"CHEMBL156707","O=C(O)c1cnc2cc(OCCOc3ccc4ccccc4c3)ccc2c1O","1584.89"
"CHEMBL279087","CCOC(=O)c1cn2c(n1)sc1ccccc12","120"
"CHEMBL279969","CCSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2","1850"
"CHEMBL20214","CCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC","34"
"CHEMBL277617","CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC","107"
"CHEMBL3350133","CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](NC(=O)CNC(=O)CCC(=O)NCC(=O)N[C@H]2CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5","22"
"CHEMBL1202755","CC(CCCc1cccnc1)NC(=O)c1ccc2nc3ccc(C(C)C)cc3c(=O)n2c1.Cl.Cl","8000"
"CHEMBL1202755","CC(CCCc1cccnc1)NC(=O)c1ccc2nc3ccc(C(C)C)cc3c(=O)n2c1.Cl.Cl","1000"
"CHEMBL542565","Cl.NCCn1nc2c3c(c(NCCCNCCO)ccc31)C(=O)c1c(O)ccc(O)c1-2","870"
"CHEMBL543512","CN(C)CCNCCNc1ccc2c3c(nn2CCN)-c2c(O)ccc(O)c2C(=O)c13.Cl","930"
"CHEMBL23228","CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1O","19"
"CHEMBL21222","COc1cc2nc(C(=O)c3ccccc3)cn2c2ccc(C(C)C)cc12","10"
"CHEMBL21087","CC(C)OC(=O)c1cn2c(n1)sc1ccccc12","160"
"CHEMBL296346","S=C(NCN1CCOCC1)Nc1ccc(Br)cn1","3800"
"CHEMBL129","Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O","4"
"CHEMBL129","Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O","150"
"CHEMBL129","Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O","6"
"CHEMBL129","Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O","4"
"CHEMBL303519","c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1","9800"
"CHEMBL303519","c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1","5600"
"CHEMBL303519","c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1","20"
"CHEMBL48946","COc1cc(OC)c(NC(=O)N(c2ccccc2)c2nnn(CCCCCCCCOC3CCCCO3)n2)c(OC)c1","41"
"CHEMBL415967","O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1","45"
"CHEMBL415967","O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1","6.9"
"CHEMBL50381","COc1ccc(-c2nc(SCCCCCN(CCCn3ccnc3)C(=O)NC(C)C)[nH]c2-c2ccc(OC)cc2)cc1","5500"
"CHEMBL431940","CN(C)c1ccc(-c2nc(SCCCCCN(CCCCCSc3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(N(C)C)cc2)cc1","3"
"CHEMBL431940","CN(C)c1ccc(-c2nc(SCCCCCN(CCCCCSc3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(N(C)C)cc2)cc1","450"
"CHEMBL140442","COC(=O)CC[C@H](CCO)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1","3.4"
"CHEMBL140442","COC(=O)CC[C@H](CCO)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1","200"
"CHEMBL117716","N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O","44.4"
"CHEMBL117716","N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O","1270"
"CHEMBL117716","N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O","1440"
"CHEMBL117716","N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O","59.2"
"CHEMBL345415","C/C(C#Cc1ccccc1)=C/CO/N=C1/CN2CCC1C2","181"
"CHEMBL345415","C/C(C#Cc1ccccc1)=C/CO/N=C1/CN2CCC1C2","1.07"
"CHEMBL54768","CCc1ccc(CC[C@@H]2CCC(C)(C)[C@H](OC)[C@H]2Cn2cncn2)cc1","0.01"
"CHEMBL296415","COC(=O)c1c(C(F)(F)F)[nH]c2c1C13CC1CN(C(=O)c1cc4cc(NC(=O)c5cc6ccccc6[nH]5)ccc4[nH]1)C3=CC2=O","0.00086"
"CHEMBL9650","CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C","30"
"CHEMBL273396","CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C","93"
"CHEMBL79591","COc1cc2c(cc1O)CCCc1cc(OC)c(OC)c(OC)c1-2","5300"
"CHEMBL86971","CCN(C(C)C)S(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O","10.9"
"CHEMBL312911","CC(C)C(NC(=O)C[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C","20"
"CHEMBL78855","CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O","5200"
"CHEMBL312763","O=C(O)COc1c(F)cc(SCCNS(=O)(=O)c2ccc(Cl)cc2)cc1F","340"
"CHEMBL76526","COc1ccc(-c2cc(Oc3ccc([N+](=O)[O-])cc3)nnc2-c2ccc(OC)cc2)cc1","630"
"CHEMBL302455","Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)c4ccccc4)C(=O)NO)C3=O)cc2)c2ccccc2n1","1"
"CHEMBL302455","Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)c4ccccc4)C(=O)NO)C3=O)cc2)c2ccccc2n1","9100"
"CHEMBL60373","COC(=O)N[C@H](C(=O)NO)[C@H]1CCN(c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1=O","2650"
"CHEMBL79902","COc1ccc2c(Cc3c(Cl)c[n+]([O-])cc3Cl)nnc(-c3nccs3)c2c1","4"
"CHEMBL79902","COc1ccc2c(Cc3c(Cl)c[n+]([O-])cc3Cl)nnc(-c3nccs3)c2c1","3.981"
"CHEMBL421343","COc1ccc2c(c1OC1CCCC1)CN(C(C)=O)N=C2Cc1c(Cl)cncc1Cl","30"
"CHEMBL421343","COc1ccc2c(c1OC1CCCC1)CN(C(C)=O)N=C2Cc1c(Cl)cncc1Cl","30.2"
"CHEMBL82934","COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl","36"
"CHEMBL82934","COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl","36.31"
"CHEMBL111217","CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F)=C\C(=O)O","6.8"
"CHEMBL342713","O=C(NO)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(OCc2ccccc2)cc1","110"
"CHEMBL68920","Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","41"
"CHEMBL68920","Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","300"
"CHEMBL68920","Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","300"
"CHEMBL68920","Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","7820"
"CHEMBL68920","Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","2500"
"CHEMBL69960","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21","170"
"CHEMBL69960","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21","40"
"CHEMBL69960","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21","400"
"CHEMBL69960","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21","440"
"CHEMBL69960","Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21","1210"
"CHEMBL27759","Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1","5400"
"CHEMBL300266","CN(CCCN(C)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1","6000"
"CHEMBL330643","CC(C)(C)c1ccc(Cn2c(=N)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c3ccccc32)cc1","734"
"CHEMBL69638","Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1","140"
"CHEMBL69638","Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1","1180"
"CHEMBL69638","Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1","1200"
"CHEMBL69638","Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1","7100"
"CHEMBL69638","Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1","3400"
"CHEMBL75193","Cc1cc(C(=O)Nc2cc(Cl)cc(Cl)c2)nn1-c1ccccc1","759"
"CHEMBL65614","CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)C4CC4)cc3)c(CN(C)Cc3ccccc3)n2c1=O","5"
"CHEMBL292773","C=CC(=O)Nc1ccc(-c2nc3n(Cc4c(F)cccc4F)cc(C(=O)OCC)c(=O)n3c2CN(C)Cc2ccccc2)cc1","3"
"CHEMBL331842","O=c1ccc(-c2c(-c3cccc(Cl)c3Cl)nc3ccccn23)nn1-c1c(Cl)cccc1Cl","270"
"CHEMBL331842","O=c1ccc(-c2c(-c3cccc(Cl)c3Cl)nc3ccccn23)nn1-c1c(Cl)cccc1Cl","890"
"CHEMBL168965","Cc1ccc(S(=O)(=O)N[C@H](C(=O)N[C@@H](C=O)CC(C)C)C(C)C)cc1","28"
"CHEMBL2371100","C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O","545"
"CHEMBL2371100","C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O","12"
"CHEMBL2371100","C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O","14"
"CHEMBL2371100","C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O","0.55"
"CHEMBL2371100","C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O","27"
"CHEMBL112198","CCOC(=O)N1CCC(Nc2cc(OCC)ccn2)CC1","3800"
"CHEMBL336547","CC1(C)COC(c2ccccc2C(=O)c2ccc(Cl)cc2)=N1","560"
"CHEMBL342338","CSc1ccccc1CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","6700"
"CHEMBL90354","FC(F)(F)c1cccc(NC(=S)N2CCC(c3cccc(Cl)c3)=N2)c1","1700"
"CHEMBL331090","O=C([O-])C1=CS[C@@H]2/C(=C\c3cnc4n3CCNC4)C(=O)N12.[Na+]","5"
"CHEMBL331090","O=C([O-])C1=CS[C@@H]2/C(=C\c3cnc4n3CCNC4)C(=O)N12.[Na+]","28"
"CHEMBL331090","O=C([O-])C1=CS[C@@H]2/C(=C\c3cnc4n3CCNC4)C(=O)N12.[Na+]","320"
"CHEMBL331090","O=C([O-])C1=CS[C@@H]2/C(=C\c3cnc4n3CCNC4)C(=O)N12.[Na+]","6"
"CHEMBL130098","CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C","20"
"CHEMBL130098","CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C","100"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","96"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","230"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","100"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","6600"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","9000"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","150"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","520"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","500"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","1200"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","56"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","2300"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","9800"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","8000"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","1"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","2.5"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","2"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","0.8"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","1"
"CHEMBL57","Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1","1.2"
"CHEMBL148117","C=C1CCN(CC2CCCCN2C(=O)Cc2ccc(Cl)c(Cl)c2)CC1","550"
"CHEMBL342965","O=C(Cc1ccc(Cl)c(Cl)c1)N1CC[C@@H](O)C[C@H]1CN1CCCC1","120"
"CHEMBL37003","O=C(O)CN(c1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1","4400"
"CHEMBL54910","Cc1nc(-c2ccc(CCN3CCN(c4cccc5ccccc45)CC3)cc2)cs1","108"
"CHEMBL54910","Cc1nc(-c2ccc(CCN3CCN(c4cccc5ccccc45)CC3)cc2)cs1","166"
"CHEMBL295838","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCn1ccnc1)C(C)C","1.3"
"CHEMBL295838","CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCCCn1ccnc1)C(C)C","3"
"CHEMBL111459","CN(C)CCNC(=O)c1cccc(N(CCCl)CCCl)c1","270"
"CHEMBL65367","c1ccc(CN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1","0.2"
"CHEMBL553119","CCCCC1N=C(N)CC1C.Cl","660"
"CHEMBL553119","CCCCC1N=C(N)CC1C.Cl","850"
"CHEMBL2112945","COC(=O)[C@@H]1C2CC[C@H](C[C@H]1CCc1ccccc1)N2C","9.94"
"CHEMBL2112945","COC(=O)[C@@H]1C2CC[C@H](C[C@H]1CCc1ccccc1)N2C","70.5"
"CHEMBL10716","O=c1oc(Nc2ccccc2I)nc2cc(F)c(F)cc12","7000"
"CHEMBL10770","O=c1oc(Nc2ccccc2I)nc2cc3ccccc3cc12","200"
"CHEMBL3142785","Cc1ccccc1CNC(=O)[C@@H]1CCCN1C(=O)C(N)C(c1ccccc1)c1ccccc1","600"
"CHEMBL105523","COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC","7000"
"CHEMBL105523","COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC","1500"
"CHEMBL312688","Nc1nc(N)c2nc(-c3ccc(Cl)c(Cl)c3)[nH]c2n1","6700"
"CHEMBL113399","CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)cc1","0.0646"
"CHEMBL113399","CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)cc1","0.0615"
"CHEMBL68692","CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)N1CCCC1","2320"
"CHEMBL68692","CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)N1CCCC1","740"
"CHEMBL98925","O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1cc(=O)c(O)co1","330"
"CHEMBL264876","O=C(Cc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)NCc1ccc(N2CCOCC2=O)cc1","170"
"CHEMBL125477","O=C(NCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)c1ccc(N2CCOCC2=O)cc1","440"
"CHEMBL122102","O=C(CCc1ccc2[nH]c(-c3ccc(Cl)s3)nc2c1)Nc1ccc(-n2ccccc2=O)c(F)c1","7.6"
"CHEMBL160455","O=C(O)c1cnc2cc(OCc3ccc4ccccc4c3)ccc2c1O","4073.8"
"CHEMBL274028","Cc1nc2c([nH]1)C(=O)N1CCN=C1N2CC(C)C","2.8"
"CHEMBL348630","O=C(O)c1cnc2cc(OCCc3ccc(Oc4ccccc4)cc3)ccc2c1O","1819.7"
"CHEMBL428362","CCc1ccc2c(c1)c(OC)cc1nc(C(=O)c3ccccn3)cn12","9"
"CHEMBL280208","COc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCCC2","61"
"CHEMBL280399","CCCc1cc(OC)nc2nc(C(=O)c3ccccc3)cn12","535"
"CHEMBL554218","Cl.NCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13","1600"
"CHEMBL543274","Cl.O=C1c2c(O)ccc(O)c2-c2nn(CCNCCO)c3ccc(NCCCN(CCO)CCO)c1c23","920"
"CHEMBL11709","CCOC(=O)c1cc2c3ccccc3nc-2c[nH]1","2"
"CHEMBL3350134","CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@H](NC(=O)CCC(=O)N[C@@H]2CC[C@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@@H]2O8)CC[C@]3(O)[C@H]1C5","15.7"
"CHEMBL276977","CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(F)c1O","362"
"CHEMBL607319","CC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5","66.8"
"CHEMBL35111","N[C@@]1(C(=O)O)CC[C@H](P(=O)(O)O)C1","4700"
"CHEMBL20478","CCC(=O)c1cn2c(cc(OC)c3cc(CC)ccc32)n1","135"
"CHEMBL329917","CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1CCC[C@H]2SC[C@@H](C(=O)N[C@H]3CC(=O)OC3O)N2C1=O","18"
"CHEMBL307193","CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C","3"
"CHEMBL39003","CC(C)(C)C(=O)OCOC(=O)CC(O)CP(=O)(CCc1c(Cl)cc(Cl)cc1OCc1ccccc1)OCOC(=O)C(C)(C)C","100"
"CHEMBL156749","COc1ccc(C#C/C(C)=C/CO/N=C2\CN3CCC2C3)cc1OC","2380"
"CHEMBL156749","COc1ccc(C#C/C(C)=C/CO/N=C2\CN3CCC2C3)cc1OC","5.37"
"CHEMBL48463","C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC=C3C4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]32C)[C@@]1(C)CCC#N","3800"
"CHEMBL261900","CC(C)(C)NS(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1","30"
"CHEMBL76338","Cc1cc(C)cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)c1","78"
"CHEMBL355158","CCCN(Cc1ccc(Oc2ccccc2)cc1)C(=O)[C@H]1C[C@@H](C(=O)N(CCC)Cc2ccc(Oc3ccccc3)cc2)[C@H](C(=O)O)[C@H]1C(=O)O","580"
"CHEMBL80812","COc1ccc(-c2cc(Oc3ccc(Cl)cc3Cl)nnc2-c2ccc(OC)cc2)cc1","2540"
"CHEMBL79744","COc1cc2c(C)nnc(Cc3c(Cl)cncc3Cl)c2cc1OC1CCCC1","146"
"CHEMBL79744","COc1cc2c(C)nnc(Cc3c(Cl)cncc3Cl)c2cc1OC1CCCC1","144.54"
"CHEMBL133915","C/C(=C/C=C/C(C)=C/C(=O)O)c1cc(-c2ccc(F)cc2)cc(C(C)C)c1OCC(F)F","2.2"
"CHEMBL279226","O=C1NC(=O)c2c1c1c3ccccc3cnc1c1c2c2ccccc2n1CCCO","160"
"CHEMBL279226","O=C1NC(=O)c2c1c1c3ccccc3cnc1c1c2c2ccccc2n1CCCO","410"
"CHEMBL137406","O=C(NO)[C@H]1CCCC[C@@H]1C(=O)Nc1ccc(OCc2ccccc2)cc1","89"
"CHEMBL70963","CCNC(=N)c1ccc(C2=NOC(CC(=O)NCCC(=O)O)C2)cc1","89"
"CHEMBL177833","CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O","6"
"CHEMBL177833","CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O","24"
"CHEMBL161276","C[C@H](Nc1nccc(-c2cc(N3CCNCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1","0.6"
"CHEMBL58747","O=C1C=C(c2cc(Cl)ccc2Cl)c2ccccc2C1=O","5050"
"CHEMBL433065","O=C(Nc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1)OCc1ccccc1","2250"
"CHEMBL76091","COc1ccc(-c2cc(C#N)nnc2-c2ccc(OC)cc2)cc1","90"
"CHEMBL75681","COc1ccc(-c2cc(Oc3cccc(F)c3F)nnc2-c2ccc(OC)cc2)cc1","120"
"CHEMBL71917","CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O","0.2"
