chembl_id,canonical_smiles,ic50,mol,MolWt,LogP,TPSA,NumHAcceptors,NumHDonors,RingCount
CHEMBL279087,CCOC(=O)c1cn2c(n1)sc1ccccc12,120.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C47FD10>,246.291,2.7257000000000007,43.6,5,0,3
CHEMBL279969,CCSc1nc2nc(C(=O)c3ccccc3)cn2c2c1CCC2,1850.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C47FD80>,323.4210000000002,3.5610000000000026,47.260000000000005,5,0,4
CHEMBL20214,CCCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC,34.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C47FDF0>,323.3960000000001,3.4838000000000022,56.49000000000001,5,0,3
CHEMBL277617,CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1CC,107.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C47FE60>,309.3690000000001,3.093700000000002,56.49000000000001,5,0,3
CHEMBL3350133,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](NC(=O)CNC(=O)CCC(=O)NCC(=O)N[C@H]2CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5,22.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C47FED0>,800.9099999999999,-0.6519999999999921,222.25999999999996,12,8,10
CHEMBL1202755,CC(CCCc1cccnc1)NC(=O)c1ccc2nc3ccc(C(C)C)cc3c(=O)n2c1.Cl.Cl,8000.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C47FF40>,501.45800000000014,5.350900000000006,76.36,5,1,4
CHEMBL1202755,CC(CCCc1cccnc1)NC(=O)c1ccc2nc3ccc(C(C)C)cc3c(=O)n2c1.Cl.Cl,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488040>,501.45800000000014,5.350900000000006,76.36,5,1,4
CHEMBL542565,Cl.NCCn1nc2c3c(c(NCCCNCCO)ccc31)C(=O)c1c(O)ccc(O)c1-2,870.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4880B0>,447.9230000000002,1.4232999999999993,145.66000000000003,9,6,4
CHEMBL543512,CN(C)CCNCCNc1ccc2c3c(nn2CCN)-c2c(O)ccc(O)c2C(=O)c13.Cl,930.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488120>,460.9660000000002,1.602500000000001,128.67000000000002,9,5,4
CHEMBL23228,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1O,19.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488190>,292.379,1.92332,61.80000000000001,4,2,2
CHEMBL21222,COc1cc2nc(C(=O)c3ccccc3)cn2c2ccc(C(C)C)cc12,10.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488200>,344.41400000000016,4.850500000000004,43.599999999999994,4,0,4
CHEMBL21087,CC(C)OC(=O)c1cn2c(n1)sc1ccccc12,160.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488270>,260.31800000000004,3.114200000000002,43.6,5,0,3
CHEMBL296346,S=C(NCN1CCOCC1)Nc1ccc(Br)cn1,3800.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4882E0>,331.239,1.4201999999999995,49.42,4,2,2
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488350>,267.245,-0.19628000000000012,133.07999999999998,6,2,2
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,150.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4883C0>,267.245,-0.19628000000000012,133.07999999999998,6,2,2
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,6.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488430>,267.245,-0.19628000000000012,133.07999999999998,6,2,2
CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4884A0>,267.245,-0.19628000000000012,133.07999999999998,6,2,2
CHEMBL303519,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,9800.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488510>,342.44600000000014,3.370000000000002,32.260000000000005,4,0,5
CHEMBL303519,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,5600.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488580>,342.44600000000014,3.370000000000002,32.260000000000005,4,0,5
CHEMBL303519,c1cnc(N2CCN(Cc3cccc4c3Cc3ccccc3-4)CC2)nc1,20.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4885F0>,342.44600000000014,3.370000000000002,32.260000000000005,4,0,5
CHEMBL48946,COc1cc(OC)c(NC(=O)N(c2ccccc2)c2nnn(CCCCCCCCOC3CCCCO3)n2)c(OC)c1,41.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488660>,582.7020000000005,5.952900000000006,122.09000000000003,10,1,4
CHEMBL415967,O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,45.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4886D0>,499.5110000000002,4.639800000000004,124.02000000000001,5,4,5
CHEMBL415967,O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,6.9,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488740>,499.5110000000002,4.639800000000004,124.02000000000001,5,4,5
CHEMBL50381,COc1ccc(-c2nc(SCCCCCN(CCCn3ccnc3)C(=O)NC(C)C)[nH]c2-c2ccc(OC)cc2)cc1,5500.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4887B0>,590.7940000000002,6.730100000000006,97.3,7,2,4
CHEMBL431940,CN(C)c1ccc(-c2nc(SCCCCCN(CCCCCSc3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(N(C)C)cc2)cc1,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488820>,899.1940000000001,12.97009999999998,96.17999999999999,7,3,7
CHEMBL431940,CN(C)c1ccc(-c2nc(SCCCCCN(CCCCCSc3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(N(C)C)cc2)cc1,450.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488890>,899.1940000000001,12.97009999999998,96.17999999999999,7,3,7
CHEMBL140442,COC(=O)CC[C@H](CCO)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1,3.4,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488900>,930.1859999999997,5.9564000000000075,212.49999999999997,14,3,3
CHEMBL140442,COC(=O)CC[C@H](CCO)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1,200.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488970>,930.1859999999997,5.9564000000000075,212.49999999999997,14,3,3
CHEMBL117716,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,44.4,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4889E0>,624.7240000000002,-0.24842999999999366,219.7,8,7,4
CHEMBL117716,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1270.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488A50>,624.7240000000002,-0.24842999999999366,219.7,8,7,4
CHEMBL117716,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1440.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488AC0>,624.7240000000002,-0.24842999999999366,219.7,8,7,4
CHEMBL117716,N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,59.2,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488B30>,624.7240000000002,-0.24842999999999366,219.7,8,7,4
CHEMBL345415,C/C(C#Cc1ccccc1)=C/CO/N=C1/CN2CCC1C2,181.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488BA0>,280.3709999999999,2.692500000000001,24.83,3,0,3
CHEMBL345415,C/C(C#Cc1ccccc1)=C/CO/N=C1/CN2CCC1C2,1.07,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488C10>,280.3709999999999,2.692500000000001,24.83,3,0,3
CHEMBL54768,CCc1ccc(CC[C@@H]2CCC(C)(C)[C@H](OC)[C@H]2Cn2cncn2)cc1,0.01,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488C80>,355.526,4.540700000000004,39.94,4,0,3
CHEMBL296415,COC(=O)c1c(C(F)(F)F)[nH]c2c1C13CC1CN(C(=O)c1cc4cc(NC(=O)c5cc6ccccc6[nH]5)ccc4[nH]1)C3=CC2=O,0.00086,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488CF0>,613.5520000000001,5.528900000000004,140.14999999999998,5,4,8
CHEMBL9650,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,30.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488D60>,694.8109999999999,3.047100000000005,198.26,8,5,2
CHEMBL273396,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C,93.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488DD0>,694.8109999999999,3.047100000000005,198.26,8,5,2
CHEMBL79591,COc1cc2c(cc1O)CCCc1cc(OC)c(OC)c(OC)c1-2,5300.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488E40>,330.38000000000005,3.5823000000000027,57.150000000000006,5,1,3
CHEMBL86971,CCN(C(C)C)S(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O,10.9,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488EB0>,651.8480000000002,3.0497000000000014,151.48000000000002,8,2,3
CHEMBL312911,CC(C)C(NC(=O)C[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,20.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488F20>,587.7210000000001,2.8904000000000014,155.81,6,4,4
CHEMBL78855,CSCC[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O,5200.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C488F90>,498.6710000000003,0.4343000000000023,150.62,7,6,1
CHEMBL312763,O=C(O)COc1c(F)cc(SCCNS(=O)(=O)c2ccc(Cl)cc2)cc1F,340.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489000>,437.87300000000016,3.1522000000000014,92.69999999999999,5,2,2
CHEMBL76526,COc1ccc(-c2cc(Oc3ccc([N+](=O)[O-])cc3)nnc2-c2ccc(OC)cc2)cc1,630.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489070>,429.43200000000013,5.528300000000005,96.61,7,0,4
CHEMBL302455,Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)c4ccccc4)C(=O)NO)C3=O)cc2)c2ccccc2n1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4890E0>,524.5770000000001,3.7791200000000016,120.86,6,3,5
CHEMBL302455,Cc1cc(COc2ccc(N3CC[C@H]([C@H](NC(=O)c4ccccc4)C(=O)NO)C3=O)cc2)c2ccccc2n1,9100.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489150>,524.5770000000001,3.7791200000000016,120.86,6,3,5
CHEMBL60373,COC(=O)N[C@H](C(=O)NO)[C@H]1CCN(c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1=O,2650.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4891C0>,478.5050000000002,2.705120000000001,130.09,7,3,4
CHEMBL79902,COc1ccc2c(Cc3c(Cl)c[n+]([O-])cc3Cl)nnc(-c3nccs3)c2c1,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489230>,419.2930000000001,4.292900000000002,74.84,6,0,4
CHEMBL79902,COc1ccc2c(Cc3c(Cl)c[n+]([O-])cc3Cl)nnc(-c3nccs3)c2c1,3.981,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4892A0>,419.2930000000001,4.292900000000002,74.84,6,0,4
CHEMBL421343,COc1ccc2c(c1OC1CCCC1)CN(C(C)=O)N=C2Cc1c(Cl)cncc1Cl,30.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489310>,448.35,5.027300000000005,64.02000000000001,5,0,4
CHEMBL421343,COc1ccc2c(c1OC1CCCC1)CN(C(C)=O)N=C2Cc1c(Cl)cncc1Cl,30.2,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489380>,448.35,5.027300000000005,64.02000000000001,5,0,4
CHEMBL82934,COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl,36.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4893F0>,365.22,3.238100000000001,80.81,4,1,3
CHEMBL82934,COc1ccc2c(c1)CN(C(N)=O)N=C2Cc1c(Cl)cncc1Cl,36.31,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489460>,365.22,3.238100000000001,80.81,4,1,3
CHEMBL111217,CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F)=C\C(=O)O,6.8,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4894D0>,438.53000000000014,7.213100000000007,46.53,2,1,1
CHEMBL342713,O=C(NO)[C@H]1CCC[C@@H]1C(=O)Nc1ccc(OCc2ccccc2)cc1,110.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489540>,354.40600000000006,3.125800000000001,87.66000000000001,4,3,3
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,41.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4895B0>,383.814,4.450340000000002,82.69999999999999,4,3,4
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,300.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489620>,383.814,4.450340000000002,82.69999999999999,4,3,4
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,300.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489690>,383.814,4.450340000000002,82.69999999999999,4,3,4
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,7820.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489700>,383.814,4.450340000000002,82.69999999999999,4,3,4
CHEMBL68920,Cc1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,2500.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489770>,383.814,4.450340000000002,82.69999999999999,4,3,4
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,170.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4897E0>,482.9030000000001,3.614320000000001,112.24,6,3,5
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,40.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489850>,482.9030000000001,3.614320000000001,112.24,6,3,5
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,400.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4898C0>,482.9030000000001,3.614320000000001,112.24,6,3,5
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,440.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489930>,482.9030000000001,3.614320000000001,112.24,6,3,5
CHEMBL69960,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,1210.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C4899A0>,482.9030000000001,3.614320000000001,112.24,6,3,5
CHEMBL27759,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,5400.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489A10>,376.4160000000001,3.342500000000001,106.34,5,3,3
CHEMBL300266,CN(CCCN(C)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,6000.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489A80>,541.3910000000003,3.1411000000000016,161.04000000000002,8,0,2
CHEMBL330643,CC(C)(C)c1ccc(Cn2c(=N)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c3ccccc32)cc1,734.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489AF0>,525.7370000000003,7.451570000000009,71.01,5,2,4
CHEMBL69638,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,140.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489B60>,370.4560000000002,5.587900000000004,65.96000000000001,5,1,5
CHEMBL69638,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,1180.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489BD0>,370.4560000000002,5.587900000000004,65.96000000000001,5,1,5
CHEMBL69638,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,1200.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489C40>,370.4560000000002,5.587900000000004,65.96000000000001,5,1,5
CHEMBL69638,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,7100.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489CB0>,370.4560000000002,5.587900000000004,65.96000000000001,5,1,5
CHEMBL69638,Nc1ncnc2c1c(-c1cccc(Oc3ccccc3)c1)cn2C1CCCC1,3400.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489D20>,370.4560000000002,5.587900000000004,65.96000000000001,5,1,5
CHEMBL75193,Cc1cc(C(=O)Nc2cc(Cl)cc(Cl)c2)nn1-c1ccccc1,759.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489D90>,346.21700000000004,4.7398200000000035,46.92,3,1,3
CHEMBL65614,CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)C4CC4)cc3)c(CN(C)Cc3ccccc3)n2c1=O,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489E00>,625.6760000000003,5.646700000000005,97.94,8,1,6
CHEMBL292773,C=CC(=O)Nc1ccc(-c2nc3n(Cc4c(F)cccc4F)cc(C(=O)OCC)c(=O)n3c2CN(C)Cc2ccccc2)cc1,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489E70>,611.6490000000003,5.422700000000005,97.93999999999998,8,1,5
CHEMBL331842,O=c1ccc(-c2c(-c3cccc(Cl)c3Cl)nc3ccccn23)nn1-c1c(Cl)cccc1Cl,270.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489EE0>,502.1880000000002,6.827800000000003,52.190000000000005,5,0,5
CHEMBL331842,O=c1ccc(-c2c(-c3cccc(Cl)c3Cl)nc3ccccn23)nn1-c1c(Cl)cccc1Cl,890.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489F50>,502.1880000000002,6.827800000000003,52.190000000000005,5,0,5
CHEMBL168965,Cc1ccc(S(=O)(=O)N[C@H](C(=O)N[C@@H](C=O)CC(C)C)C(C)C)cc1,28.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C489FC0>,368.49900000000014,2.027719999999999,92.34,4,2,1
CHEMBL2371100,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,545.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C48A030>,1120.365,2.087300000000012,333.4999999999999,14,12,6
CHEMBL2371100,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,12.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C48A0A0>,1120.365,2.087300000000012,333.4999999999999,14,12,6
CHEMBL2371100,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,14.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C48A110>,1120.365,2.087300000000012,333.4999999999999,14,12,6
CHEMBL2371100,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,0.55,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C48A180>,1120.365,2.087300000000012,333.4999999999999,14,12,6
CHEMBL2371100,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,27.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C48A1F0>,1120.365,2.087300000000012,333.4999999999999,14,12,6
CHEMBL112198,CCOC(=O)N1CCC(Nc2cc(OCC)ccn2)CC1,3800.0,<rdkit.Chem.rdchem.Mol object at 0x000001FE3C48A260>,293.3670000000001,2.5131000000000006,63.69,5,1,2
